Manufacturer,Model.Name,Category,Screen,CPU,Storage,GPU,Operating.System,Weight,Price,CPU.Speed,Storage.Type,GPU.Rank,Storage.Size,RAM.Size,Screen.Size,Category.Type,GPU.Speed
Dell,Inspiron 5567,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,1TB HDD,AMD Radeon R7 M445,Windows,2.36,638.99,2.5,0,888,1024,8,39.624,1,1749
Dell,Inspiron 3567,Notebook,Full HD 1920x1080,Intel Core i3 6006U 2GHz,1TB HDD,AMD Radeon R5 M430,Windows,2.2,449,2,0,1117,1024,4,39.624,1,1520
Acer,Swift 3,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.6,884,1.8,1,809,256,8,35.56,2,1828
Acer,Aspire A515-51G-37JS,Notebook,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,256GB SSD,Nvidia GeForce MX130,Windows,2.2,572,2.7,1,562,256,4,39.624,1,2075
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,1366x768,Intel Core i7 7500U 2.7GHz,1TB HDD,Intel HD Graphics 620,Windows,2.05,598,2.7,0,885,1024,8,39.624,1,1752
HP,Probook 440,Notebook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.63,988,1.8,1,809,256,8,35.56,1,1828
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,1366x768,Intel Celeron Dual Core N3350 1.1GHz,1TB HDD,Intel HD Graphics 500,No OS,1.9,252.36,1.1,0,1487,1024,4,39.624,1,1150
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,3,938,2.5,1,270,1024,8,43.942,6,2367
Lenovo,IdeaPad 320-15IKBN,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,1TB HDD,Nvidia GeForce 920MX,No OS,2.2,499,2.5,0,784,1024,4,39.624,1,1853
HP,Envy 13-AD007nv,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.32,699,2.5,1,885,256,4,33.782,1,1752
Acer,Aspire 5,Notebook,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,1TB HDD,Nvidia GeForce MX130,Windows,3,655,2.7,0,562,1024,4,43.942,1,2075
Lenovo,ThinkPad E480,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,AMD Radeon RX 550,Windows,1.75,1116.02,1.6,1,400,256,8,35.56,1,2237
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD,Nvidia GeForce GTX 1050M,No OS,2.4,869,2.8,1,270,256,8,39.624,6,2367
Toshiba,Satellite Pro,Notebook,1366x768,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows,2.1,602,2.3,0,921,500,4,39.624,1,1716
HP,255 G6,Notebook,1366x768,AMD A6-Series 9220 2.5GHz,256GB SSD,AMD Radeon R4 Graphics,Windows,1.86,369,2.5,1,1454,256,4,39.624,1,1183
Asus,ZenBook UX430UA,Ultrabook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.25,1099,1.8,1,809,256,8,35.56,2,1828
HP,EliteBook Folio,Ultrabook,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,512GB SSD,Intel HD Graphics 515,Windows,0.97,2014,1.2,1,1158,512,8,31.75,2,1479
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,1TB HDD,Intel HD Graphics 500,Windows,2,344,1.1,0,1487,1024,4,39.624,1,1150
MSI,GE72MVR 7RG,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,2.9,2029,2.8,1,111,1024,16,43.942,6,2526
Acer,Aspire A315-51,Notebook,1366x768,Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520,Windows,2.1,447,2,0,921,1024,4,39.624,1,1716
Dell,Inspiron 5577,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,512GB SSD,Nvidia GeForce GTX 1050,Windows,2.56,1249.26,2.8,1,270,512,16,39.624,6,2367
Dell,Inspiron 7567,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,1TB Hybrid,Nvidia GeForce GTX 1050,Windows,2.62,899,2.8,0,270,1024,8,39.624,6,2367
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,1366x768,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows,1.9,498,2.5,1,885,128,4,39.624,1,1752
MSI,GE73VR 7RE,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.8,1890,2.8,1,163,1024,16,43.942,6,2474
HP,EliteBook 840,Ultrabook,Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.48,1082,2.7,1,885,256,4,35.56,2,1752
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,AMD Radeon 520,Windows,1.91,619,1.6,1,948,256,6,39.624,1,1689
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,256GB SSD,Intel HD Graphics 620,Windows,1.74,629,2.4,1,885,256,4,35.56,3,1752
Asus,ZenBook Flip,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel HD Graphics 620,Windows,1.1,1315,1.6,1,885,256,8,33.782,3,1752
Dell,Inspiron 5579,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.56,1049,1.8,1,809,256,8,39.624,3,1828
Toshiba,Satellite Pro,Notebook,1366x768,Intel Core i3 6006U 2.2GHz,500GB HDD,Intel HD Graphics 520,Windows,2.1,447,2.2,0,921,500,4,39.624,1,1716
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,1366x768,AMD A9-Series 9420 3GHz,1TB HDD,AMD Radeon R5 M420,Windows,2.03,403,3,0,1327,1024,4,39.624,1,1310
Acer,Aspire A517-51G,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,Nvidia GeForce MX150,Windows,3,805,1.6,1,469,256,4,43.942,1,2168
Dell,Inspiron 3576,Notebook,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,AMD Radeon 520,Windows,2.13,728,1.6,1,948,256,8,39.624,1,1689
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows,2.5,1079,2.8,1,216,256,16,39.624,6,2421
Acer,Aspire A315-31,Notebook,1366x768,Intel Celeron Dual Core N3350 1.1GHz,1TB HDD,Intel HD Graphics 500,Windows,2.1,348,1.1,0,1487,1024,4,39.624,1,1150
MSI,GE63VR 7RE,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.4,1799,2.8,1,163,1024,16,39.624,6,2474
Acer,Aspire 3,Notebook,1366x768,Intel Pentium Quad Core N4200 1.1GHz,1TB HDD,Intel HD Graphics 505,Windows,2.1,363.51,1.1,0,1447,1024,4,39.624,1,1190
Dell,Inspiron 5577,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,2.56,1060.49,2.8,1,270,1024,8,39.624,6,2367
Acer,Aspire A517-51G,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,Nvidia GeForce MX150,Windows,3,854,1.6,1,469,256,8,43.942,1,2168
HP,ProBook 430,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,500GB HDD,Intel UHD Graphics 620,Windows,1.49,754,1.6,0,809,500,4,33.782,1,1828
Huawei,MateBook X,Ultrabook,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.05,1349,2.5,1,885,256,8,33.02,2,1752
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,2TB HDD,AMD Radeon 520,Windows,2.71,699,2.5,0,948,2048,6,43.942,1,1689
Lenovo,IdeaPad 320-15AST,Notebook,1366x768,AMD A6-Series 9220 2.9GHz,500GB HDD,AMD Radeon R4 Graphics,No OS,2.2,309,2.9,0,1454,500,4,39.624,1,1183
Toshiba,Satellite Pro,Notebook,1366x768,Intel Core i3 7100U 2.4GHz,500GB HDD,Intel HD Graphics 620,Windows,2,489,2.4,0,885,500,4,39.624,1,1752
HP,ProBook 470,Notebook,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,Nvidia GeForce 930MX,Windows,2.5,923,1.6,1,707,256,8,43.942,1,1930
Dell,Inspiron 3567,Notebook,1366x768,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620,Windows,2.3,459,2.4,0,885,1024,8,39.624,1,1752
Acer,Aspire A315-51,Notebook,1366x768,Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520,Windows,2.1,449,2,1,921,128,4,39.624,1,1716
MSI,GT80S 6QF-074US,Gaming,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,512GB SSD +  1TB HDD,Nvidia GTX 980 SLI,Windows,4.4,2799,2.9,1,184,1024,32,46.736,6,2453
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,128GB SSD +  1TB HDD,AMD R17M-M1-70,Windows,1.9,813,2.5,1,870,1024,8,39.624,1,1767
HP,Spectre x360,2 in 1 Convertible,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.29,1499,1.6,1,809,256,8,33.782,3,1828
Dell,Inspiron 5570,Notebook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,256GB SSD +  2TB HDD,AMD Radeon 530,Linux,2.02,1049,1.8,1,870,2048,16,39.624,1,1767
Dell,XPS 13,Ultrabook,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.23,1399,1.6,1,809,256,8,33.782,2,1828
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,512GB SSD,Intel UHD Graphics 620,Windows,1.4,1849,1.8,1,809,512,16,35.306,3,1828
Toshiba,Satellite Pro,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows,2,793,2.5,1,885,128,8,39.624,1,1752
Xiaomi,Mi Notebook,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,Nvidia GeForce MX150,No OS,1.95,1199,1.6,1,469,256,8,39.624,1,2168
Dell,Inspiron 7773,Notebook,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,512GB SSD,Nvidia GeForce 150MX,Windows,2.77,1549,1.8,1,469,512,16,43.942,1,2168
Dell,XPS 15,Notebook,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,512GB SSD,Nvidia GeForce GTX 1050,Windows,2.06,2397,2.8,1,270,512,16,39.624,1,2367
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,No OS,2.4,779,2.5,1,270,256,8,39.624,6,2367
Acer,Swift 7,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i5 7Y54 1.2GHz,256GB SSD,Intel HD Graphics 615,Windows,1.12,989,1.2,1,1043,256,8,33.782,2,1594
Dell,Inspiron 5770,Notebook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,2.8,1085,1.8,1,870,1024,8,43.942,1,1767
Lenovo,Thinkpad Yoga,2 in 1 Convertible,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,1TB SSD,Intel HD Graphics 620,Windows,1.42,2824,2.7,1,885,1024,16,35.56,3,1752
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500,Windows,1.3,260,1.1,1,1487,32,4,35.56,1,1150
Xiaomi,Mi Notebook,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Nvidia GeForce MX150,No OS,1.3,999.9,2.5,1,469,256,8,33.782,2,2168
Lenovo,IdeaPad 320-17IKBR,Notebook,1600x900,Intel Core i5 8250U 1.6GHz,256GB SSD,Nvidia GeForce MX150,No OS,2.8,698,1.6,1,469,256,8,43.942,1,2168
Dell,Inspiron 5379,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,1TB HDD,Intel UHD Graphics 620,Windows,1.62,839,1.8,0,809,1024,8,33.782,3,1828
HP,ProBook 470,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,1TB HDD,Nvidia GeForce 930MX,Windows,2.5,914,1.6,0,707,1024,8,43.942,1,1930
Razer,Blade Pro,Gaming,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,1TB SSD,Nvidia GeForce GTX 1080,Windows,3.49,6099,2.9,1,50,1024,32,43.942,6,2587
HP,ProBook 430,Notebook,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,512GB SSD,Intel UHD Graphics 620,Windows,1.49,959,1.6,1,809,512,8,33.782,1,1828
HP,Omen 17-W295,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,3.35,1379,2.8,1,270,1024,16,43.942,6,2367
HP,Probook 470,Notebook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,256GB SSD,Nvidia GeForce 930MX,Windows,2.5,1045,1.8,1,707,256,8,43.942,1,1930
Dell,Inspiron 7577,Gaming,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.65,1845,2.8,1,163,1024,16,39.624,6,2474
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,1366x768,Intel Core i5 6200U 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows,2.1,493,2.3,1,921,128,4,39.624,1,1716
Acer,Aspire E5-576G,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,1TB HDD,Nvidia GeForce 940MX,Windows,2.23,742,2.7,0,659,1024,8,39.624,1,1978
Lenovo,Legion Y720-15IKB,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,3.2,1749,2.8,1,163,1024,16,39.624,6,2474
Dell,Precision 7520,Workstation,4K Ultra HD 3840x2160,Intel Xeon E3-1505M V6 3GHz,256GB SSD +  1TB HDD,Nvidia Quadro M1200,Windows,2.8,3055,3,1,343,1024,16,39.624,5,2294
Lenovo,Legion Y520-15IKBN,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,512GB SSD,Nvidia GeForce GTX 1060,No OS,2.4,1398,2.8,1,163,512,16,39.624,6,2474
Dell,Inspiron 3567,Notebook,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620,Windows,2.3,439,2.4,0,885,1024,6,39.624,1,1752
Dell,XPS 13,Ultrabook,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.21,1949,1.8,1,809,256,8,33.782,2,1828
Dell,XPS 13,Ultrabook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.2,1449,1.8,1,809,256,8,33.782,2,1828
Lenovo,IdeaPad 320-15IKBN,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,2.2,597,2.5,1,885,256,8,39.624,1,1752
Acer,Aspire 7,Notebook,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,779,2.8,0,270,1024,8,39.624,1,2367
Asus,ROG GL703VD-GC028T,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,2.9,1407,2.8,1,270,1024,16,43.942,6,2367
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,Full HD 1920x1080,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520,No OS,2.1,349,2,0,921,500,4,39.624,1,1716
Lenovo,IdeaPad 320-15IKBN,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,No OS,2.2,549,2.5,1,885,256,8,39.624,1,1752
Huawei,MateBook X,Ultrabook,IPS Panel Full HD 2160x1440,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,1.05,1499,2.7,1,885,512,8,33.02,2,1752
Dell,Inspiron 5370,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,256GB SSD,AMD Radeon 530,Windows,1.4,931.88,1.8,1,870,256,8,33.782,2,1767
Lenovo,IdeaPad 320-17IKB,Notebook,1600x900,Intel Core i5 7200U 2.5GHz,1TB HDD,Nvidia GeForce GTX 940MX,No OS,2.8,589,2.5,0,659,1024,8,43.942,1,1978
HP,Probook 440,Notebook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,256GB SSD,Nvidia GeForce 930MX,Windows,1.63,1031,1.8,1,707,256,8,35.56,1,1930
Dell,Latitude 5490,Ultrabook,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.6,1149,1.6,1,809,256,8,35.56,2,1828
Dell,Inspiron 5379,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,512GB SSD,Intel UHD Graphics 620,Windows,1.62,1279,1.8,1,809,512,16,33.782,3,1828
Dell,Inspiron 3576,Notebook,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,AMD Radeon 520,Linux,2.2,677.35,1.6,1,948,256,8,39.624,1,1689
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.74,899,1.6,1,809,256,8,35.56,3,1828
Toshiba,Portege Z30-C-16L,Ultrabook,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520,Windows,1.2,1363,2.5,1,921,256,8,33.782,2,1716
HP,ProBook 450,Notebook,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,1TB HDD,Intel UHD Graphics 620,Windows,2.1,794,1.6,0,809,1024,8,39.624,1,1828
Dell,Alienware 17,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,4.42,2456.34,2.8,1,163,1024,16,43.942,6,2474
Acer,Aspire E5-576G,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Nvidia GeForce 940MX,Windows,2.2,832,2.7,1,659,256,8,39.624,1,1978
Dell,Inspiron 5567,Notebook,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,1TB HDD,AMD Radeon R7 M445,Windows,2.3,859.01,2.7,0,888,1024,16,39.624,1,1749
Asus,Vivobook X541UV-DM1217T,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Nvidia GeForce 920MX,Windows,2,769,2.5,1,784,256,8,39.624,1,1853
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD +  500GB HDD,Nvidia GeForce GTX 950M,Windows,2.69,891,2.5,1,784,500,8,43.942,1,1853
HP,ZBook 15u,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,1TB HDD,AMD FirePro W4190M,Windows,1.9,1269,2.7,0,786,1024,8,39.624,1,1851
Asus,Pro P2540UA-XO0198T,Notebook,1366x768,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620,Windows,2.37,398.99,2.4,0,885,1024,4,39.624,1,1752
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,1366x768,AMD E-Series 9000e 1.5GHz,500GB HDD,AMD Radeon R2,Windows,2.1,330,1.5,0,1540,500,4,39.624,1,1097
Lenovo,Legion Y720-15IKB,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,3.2,1499,2.8,1,163,1024,16,39.624,6,2474
Dell,Vostro 5468,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.6,859,2.5,1,885,256,8,35.56,1,1752
Acer,Aspire R7,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.6,689,2.3,1,921,256,8,33.782,3,1716
Dell,Inspiron 5567,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,AMD Radeon R7 M445,Linux,2.36,899,2.7,1,888,256,16,39.624,1,1749
Acer,Aspire A315-51,Notebook,1366x768,Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520,Linux,2.1,390,2,0,921,1024,4,39.624,1,1716
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,128GB SSD +  1TB HDD,AMD Radeon R5 M430,Windows,2.2,575,2.5,1,1117,1024,4,39.624,1,1520
Asus,ROG G703VI-E5062T,Gaming,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1080,Windows,4.7,3890,2.9,1,50,1024,32,43.942,6,2587
Acer,Nitro AN515-51,Gaming,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,Windows,2.5,846,2.5,1,270,256,8,39.624,6,2367
Lenovo,IdeaPad 320-15ISK,Notebook,1366x768,Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520,Windows,2.2,589,2,1,921,128,8,39.624,1,1716
Asus,VivoBook Pro,Notebook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce 150MX,Windows,2.1,1145,1.8,1,469,1024,8,43.942,1,2168
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,No OS,2.69,889,2.7,1,784,1024,8,43.942,1,1853
Dell,Inspiron 5577,Gaming,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,Windows,2.56,879,2.5,1,270,256,8,39.624,6,2367
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.38,1079,2.7,1,885,256,8,35.306,3,1752
Dell,Inspiron 5570,Notebook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,128GB SSD +  2TB HDD,AMD Radeon 530,Windows,2.2,985,1.8,1,870,2048,8,39.624,1,1767
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620,Windows,2.04,559,2.5,0,885,1024,8,39.624,1,1752
Asus,Rog G701VIK-BA060T,Gaming,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,256GB SSD,Nvidia GeForce GTX 1080,Windows,3.6,2999,2.9,1,50,256,16,43.942,6,2587
HP,ProBook 430,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,500GB HDD,Intel UHD Graphics 620,Windows,1.49,675,1.6,0,809,500,4,33.782,1,1828
Apple,MacBook Pro,Ultrabook,IPS Panel Retina Display 2560x1600,Intel Core i5 3.1GHz,512GB SSD,Intel Iris Plus Graphics 650,macOS,1.37,2040,3.1,1,590,512,8,33.782,2,2047
Dell,Inspiron 5579,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,1TB HDD,Intel UHD Graphics 620,Windows,2.08,819,1.8,0,809,1024,8,39.624,3,1828
Asus,ROG G752VSK-GC493T,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,4.3,1799,2.8,1,105,1024,16,43.942,6,2532
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,1366x768,AMD A9-Series 9420 3GHz,1TB HDD,AMD Radeon R5 M420,Windows,1.68,469,3,0,1327,1024,4,39.624,1,1310
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,512GB SSD,Intel UHD Graphics 620,Windows,1.37,1849,1.8,1,809,512,8,35.306,3,1828
Acer,Aspire 5,Notebook,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,256GB SSD,Nvidia GeForce MX130,Windows,3,702,2.7,1,562,256,4,43.942,1,2075
Dell,Vostro 5370,Ultrabook,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.41,949,1.6,1,809,256,8,33.782,2,1828
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,1366x768,AMD A6-Series A6-9220 2.5GHz,128GB SSD,AMD Radeon R4 Graphics,Windows,1.91,445.9,2.5,1,1454,128,8,39.624,1,1183
HP,Envy 17-U275cl,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,1TB HDD,Nvidia GeForce MX150,Windows,2.9,1059,1.8,0,469,1024,16,43.942,1,2168
